"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 18 16:55:17 CST 2019","Thu Jul 18 16:55:17 CST 2019","4","","test_splitsentence","","test_splitsentence","test_splitsentence_multi_article_miss_some_field[datalist3]","test_splitsentence_multi_article_miss_some_field[datalist3]",""
"passed","Thu Jul 18 16:55:15 CST 2019","Thu Jul 18 16:55:16 CST 2019","315","","test_postag","","test_postag","test_postag_multi_article","test_postag_multi_article",""
"passed","Thu Jul 18 16:55:16 CST 2019","Thu Jul 18 16:55:16 CST 2019","57","","test_sentiment","","test_sentiment","test_sentiment_domain_comment[\u5fae\u535a4]","test_sentiment_domain_comment[\u5fae\u535a4]",""
"passed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","4","","test_valid_rule","","test_valid_rule","test_custom_mission_is_conflict_with_data","test_custom_mission_is_conflict_with_data",""
"passed","Thu Jul 18 16:55:14 CST 2019","Thu Jul 18 16:55:14 CST 2019","106","","test_mlableclassifier","","test_mlableclassifier","test_mlableclassifier_multi_article","test_mlableclassifier_multi_article",""
"passed","Thu Jul 18 16:55:16 CST 2019","Thu Jul 18 16:55:16 CST 2019","11","","test_sentiment","","test_sentiment","test_summary_multi_article_miss_some_field[datalist1]","test_summary_multi_article_miss_some_field[datalist1]",""
"passed","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","61","","test_summary","","test_summary","test_summary_percentage_valid[1]","test_summary_percentage_valid[1]",""
"passed","Thu Jul 18 16:55:16 CST 2019","Thu Jul 18 16:55:16 CST 2019","57","","test_sentiment","","test_sentiment","test_sentiment_domain_comment[\u5fae\u535a2]","test_sentiment_domain_comment[\u5fae\u535a2]",""
"passed","Thu Jul 18 16:55:13 CST 2019","Thu Jul 18 16:55:13 CST 2019","58","","test_mlableclassifier","","test_mlableclassifier","test_mlableclassifier_title_not_null[\u65af\u91cc\u5170\u5361\u653f\u6cbb\u5371\u673a\u518d\u5ea6\u5347\u7ea7 \u603b\u7edf\u5ba3\u5e03\u89e3\u6563\u8bae\u4f1a-\u653f\u6cbb-\u653f\u6cbb]","test_mlableclassifier_title_not_null[\u65af\u91cc\u5170\u5361\u653f\u6cbb\u5371\u673a\u518d\u5ea6\u5347\u7ea7 \u603b\u7edf\u5ba3\u5e03\u89e3\u6563\u8bae\u4f1a-\u653f\u6cbb-\u653f\u6cbb]",""
"skipped","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","0","","test_summary","","test_summary","test_summary_charlimit__not_valid[-1]","test_summary_charlimit__not_valid[-1]",""
"passed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","19","","test_valid_rule","","test_valid_rule","test_we_do_not_support_this_mission","test_we_do_not_support_this_mission",""
"passed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","5","","test_valid_rule","","test_valid_rule","test_custom_data_must_contain_article_data","test_custom_data_must_contain_article_data",""
"passed","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","4","","test_summary","","test_summary","test_summary_multi_article_miss_some_field[datalist3]","test_summary_multi_article_miss_some_field[datalist3]",""
"passed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","4","","test_valid_rule","","test_valid_rule","test_custom_mission_is_not_in_avaliable","test_custom_mission_is_not_in_avaliable",""
"passed","Thu Jul 18 16:55:13 CST 2019","Thu Jul 18 16:55:13 CST 2019","56","","test_keyword","","test_keyword","test_keyword_multi_short_content[\u5fae\u535a3]","test_keyword_multi_short_content[\u5fae\u535a3]",""
"passed","Thu Jul 18 16:55:16 CST 2019","Thu Jul 18 16:55:16 CST 2019","57","","test_sentiment","","test_sentiment","test_sentiment_domain_comment[\u8c46\u74e31]","test_sentiment_domain_comment[\u8c46\u74e31]",""
"passed","Thu Jul 18 16:55:16 CST 2019","Thu Jul 18 16:55:16 CST 2019","57","","test_sentiment","","test_sentiment","test_sentiment_domain_comment[\u5fae\u535a1]","test_sentiment_domain_comment[\u5fae\u535a1]",""
"passed","Thu Jul 18 16:55:16 CST 2019","Thu Jul 18 16:55:16 CST 2019","5","","test_postag","","test_postag","test_postag_multi_article_miss_some_field[datalist3]","test_postag_multi_article_miss_some_field[datalist3]",""
"passed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","4","","test_valid_rule","","test_valid_rule","test_custom_data_must_has_parametersList","test_custom_data_must_has_parametersList",""
"passed","Thu Jul 18 16:55:16 CST 2019","Thu Jul 18 16:55:16 CST 2019","77","","test_splitsentence","","test_splitsentence","test_splitsentence_title_not_null[\u4e0a\u534a\u5e74GDP\u589e\u957f6.3%\u5982\u4f55\u89e3\u8bfb\uff1f\u7edf\u8ba1\u5c40\u7ed9\u51fa\u4e94\u53e5\u6982\u62ec-test2.txt]","test_splitsentence_title_not_null[\u4e0a\u534a\u5e74GDP\u589e\u957f6.3%\u5982\u4f55\u89e3\u8bfb\uff1f\u7edf\u8ba1\u5c40\u7ed9\u51fa\u4e94\u53e5\u6982\u62ec-test2.txt]",""
"passed","Thu Jul 18 16:55:16 CST 2019","Thu Jul 18 16:55:16 CST 2019","107","","test_sentiment","","test_sentiment","test_sentiment_multi_article_content","test_sentiment_multi_article_content",""
"passed","Thu Jul 18 16:55:13 CST 2019","Thu Jul 18 16:55:13 CST 2019","58","","test_keyword","","test_keyword","test_keyword_multi_short_content[\u5fae\u535a2]","test_keyword_multi_short_content[\u5fae\u535a2]",""
"passed","Thu Jul 18 16:55:16 CST 2019","Thu Jul 18 16:55:16 CST 2019","59","","test_splitsentence","","test_splitsentence","test_splitsentence_title_not_null[\u8861\u6c34\u4e2d\u5b66:\u6709\u5b66\u6821\u5192\u7528\u8861\u4e2d\u540d\u4e49-test1.txt]","test_splitsentence_title_not_null[\u8861\u6c34\u4e2d\u5b66:\u6709\u5b66\u6821\u5192\u7528\u8861\u4e2d\u540d\u4e49-test1.txt]",""
"passed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","4","","test_valid_rule","","test_valid_rule","test_custom_valid_data_miss_title","test_custom_valid_data_miss_title",""
"passed","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","4","","test_summary","","test_summary","test_summary_multi_article_miss_some_field[datalist2]","test_summary_multi_article_miss_some_field[datalist2]",""
"passed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","26","","test_valid_rule","","test_valid_rule","test_content_is_null[datalist0]","test_content_is_null[datalist0]",""
"passed","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","79","","test_valid_rule","","test_valid_rule","test_too_many_articles","test_too_many_articles",""
"passed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","25","","test_valid_rule","","test_valid_rule","test_has_no_content","test_has_no_content",""
"skipped","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","0","","test_summary","","test_summary","test_summary_charlimit__not_valid[100.89]","test_summary_charlimit__not_valid[100.89]",""
"passed","Thu Jul 18 16:55:14 CST 2019","Thu Jul 18 16:55:14 CST 2019","63","","test_mlableclassifier","","test_mlableclassifier","test_mlableclassifier_title_not_null[\u5973\u8d85\u7efc\u8ff0-\u738b\u971c\u56de\u5f52\u9996\u79c0\u7834\u95e8 \u6b66\u6c49\u4e3b\u573a2-1\u9006\u88ad\u5e7f\u4e1c-\u4f53\u80b2-\u4f53\u80b2]","test_mlableclassifier_title_not_null[\u5973\u8d85\u7efc\u8ff0-\u738b\u971c\u56de\u5f52\u9996\u79c0\u7834\u95e8 \u6b66\u6c49\u4e3b\u573a2-1\u9006\u88ad\u5e7f\u4e1c-\u4f53\u80b2-\u4f53\u80b2]",""
"passed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","28","","test_valid_rule","","test_valid_rule","test_title_is_not_a_string[datalist0]","test_title_is_not_a_string[datalist0]",""
"passed","Thu Jul 18 16:55:17 CST 2019","Thu Jul 18 16:55:18 CST 2019","166","","test_splitword","","test_splitword","test_splitword_multi_article","test_splitword_multi_article",""
"passed","Thu Jul 18 16:55:17 CST 2019","Thu Jul 18 16:55:17 CST 2019","63","","test_splitword","","test_splitword","test_splitword_title_is_null[test1.txt]","test_splitword_title_is_null[test1.txt]",""
"passed","Thu Jul 18 16:55:17 CST 2019","Thu Jul 18 16:55:17 CST 2019","178","","test_splitword","","test_splitword","test_splitword_title_not_null[\u6211\u662f\u6807\u9898-test2.txt]","test_splitword_title_not_null[\u6211\u662f\u6807\u9898-test2.txt]",""
"failed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","76","","test_valid_rule","","test_valid_rule","test_content_is_not_Chinese","test_content_is_not_Chinese",""
"passed","Thu Jul 18 16:55:14 CST 2019","Thu Jul 18 16:55:15 CST 2019","191","","test_ner","","test_ner","test_ner_title_not_null[\u65af\u91cc\u5170\u5361\u653f\u6cbb\u5371\u673a\u518d\u5ea6\u5347\u7ea7 \u603b\u7edf\u5ba3\u5e03\u89e3\u6563\u8bae\u4f1a-bad_ner_2]","test_ner_title_not_null[\u65af\u91cc\u5170\u5361\u653f\u6cbb\u5371\u673a\u518d\u5ea6\u5347\u7ea7 \u603b\u7edf\u5ba3\u5e03\u89e3\u6563\u8bae\u4f1a-bad_ner_2]",""
"passed","Thu Jul 18 16:55:17 CST 2019","Thu Jul 18 16:55:17 CST 2019","57","","test_splitsentence","","test_splitsentence","test_splitsentence_title_is_null[\u5fae\u535a3]","test_splitsentence_title_is_null[\u5fae\u535a3]",""
"skipped","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","0","","test_summary","","test_summary","test_summary_charlimit__not_valid[]","test_summary_charlimit__not_valid[]",""
"skipped","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","0","","test_summary","","test_summary","test_summary_percentage_not_valid[2]","test_summary_percentage_not_valid[2]",""
"skipped","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","0","","test_summary","","test_summary","test_summary_percentage_not_valid[abc]","test_summary_percentage_not_valid[abc]",""
"passed","Thu Jul 18 16:55:14 CST 2019","Thu Jul 18 16:55:14 CST 2019","4","","test_mlableclassifier","","test_mlableclassifier","test_mlableclassifier_multi_article_miss_some_field[datalist3]","test_mlableclassifier_multi_article_miss_some_field[datalist3]",""
"passed","Thu Jul 18 16:55:14 CST 2019","Thu Jul 18 16:55:14 CST 2019","5","","test_mlableclassifier","","test_mlableclassifier","test_mlableclassifier_multi_article_miss_some_field[datalist0]","test_mlableclassifier_multi_article_miss_some_field[datalist0]",""
"passed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","27","","test_valid_rule","","test_valid_rule","test_content_is_null[datalist1]","test_content_is_null[datalist1]",""
"passed","Thu Jul 18 16:55:15 CST 2019","Thu Jul 18 16:55:15 CST 2019","126","","test_postag","","test_postag","test_postag_title_is_null[\u52b3\u52a8\u6cd5]","test_postag_title_is_null[\u52b3\u52a8\u6cd5]",""
"passed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","25","","test_valid_rule","","test_valid_rule","test_title_is_longer_than_100","test_title_is_longer_than_100",""
"passed","Thu Jul 18 16:55:16 CST 2019","Thu Jul 18 16:55:16 CST 2019","4","","test_postag","","test_postag","test_postag_multi_article_miss_some_field[datalist2]","test_postag_multi_article_miss_some_field[datalist2]",""
"passed","Thu Jul 18 16:55:15 CST 2019","Thu Jul 18 16:55:15 CST 2019","61","","test_ner","","test_ner","test_ner_title_is_null[right_ner]","test_ner_title_is_null[right_ner]",""
"passed","Thu Jul 18 16:55:14 CST 2019","Thu Jul 18 16:55:14 CST 2019","56","","test_mlableclassifier","","test_mlableclassifier","test_mlableclassifier_title_is_null[\u4f53\u80b2-\u4f53\u80b2]","test_mlableclassifier_title_is_null[\u4f53\u80b2-\u4f53\u80b2]",""
"passed","Thu Jul 18 16:55:15 CST 2019","Thu Jul 18 16:55:15 CST 2019","289","","test_ner","","test_ner","test_ner_multi_article","test_ner_multi_article",""
"passed","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","61","","test_summary","","test_summary","test_summary_charlimit__valid[50]","test_summary_charlimit__valid[50]",""
"passed","Thu Jul 18 16:55:14 CST 2019","Thu Jul 18 16:55:14 CST 2019","61","","test_mlableclassifier","","test_mlableclassifier","test_mlableclassifier_title_not_null[\u4f0a\u6717\u65e0\u4eba\u673a\u8d34\u8138\u62cd\u7f8e\u56fd\u822a\u6bcd\uff0c\u7f8e\u56fd\u822a\u6bcd\u662f\u7eb8\u8001\u864e\u5417?-\u519b\u4e8b-\u519b\u4e8b]","test_mlableclassifier_title_not_null[\u4f0a\u6717\u65e0\u4eba\u673a\u8d34\u8138\u62cd\u7f8e\u56fd\u822a\u6bcd\uff0c\u7f8e\u56fd\u822a\u6bcd\u662f\u7eb8\u8001\u864e\u5417?-\u519b\u4e8b-\u519b\u4e8b]",""
"passed","Thu Jul 18 16:55:15 CST 2019","Thu Jul 18 16:55:15 CST 2019","222","","test_postag","","test_postag","test_postag_title_not_null[\u4e0a\u534a\u5e74GDP\u589e\u957f6.3%\u5982\u4f55\u89e3\u8bfb\uff1f\u7edf\u8ba1\u5c40\u7ed9\u51fa\u4e94\u53e5\u6982\u62ec-test2.txt]","test_postag_title_not_null[\u4e0a\u534a\u5e74GDP\u589e\u957f6.3%\u5982\u4f55\u89e3\u8bfb\uff1f\u7edf\u8ba1\u5c40\u7ed9\u51fa\u4e94\u53e5\u6982\u62ec-test2.txt]",""
"passed","Thu Jul 18 16:55:14 CST 2019","Thu Jul 18 16:55:14 CST 2019","63","","test_mlableclassifier","","test_mlableclassifier","test_mlableclassifier_title_not_null[\u65b0\u6b4c\u300a\u5982\u7ea6\u300b\u800c\u81f3 \u5218\u5b87\u5b81\u5728\u97f3\u4e50\u4e2d\u63a2\u7d22\u771f\u6211-\u5a31\u4e50-\u5a31\u4e50]","test_mlableclassifier_title_not_null[\u65b0\u6b4c\u300a\u5982\u7ea6\u300b\u800c\u81f3 \u5218\u5b87\u5b81\u5728\u97f3\u4e50\u4e2d\u63a2\u7d22\u771f\u6211-\u5a31\u4e50-\u5a31\u4e50]",""
"passed","Thu Jul 18 16:55:17 CST 2019","Thu Jul 18 16:55:17 CST 2019","55","","test_splitsentence","","test_splitsentence","test_splitsentence_title_is_null[\u5fae\u535a1]","test_splitsentence_title_is_null[\u5fae\u535a1]",""
"passed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","26","","test_valid_rule","","test_valid_rule","test_has_no_title","test_has_no_title",""
"passed","Thu Jul 18 16:55:17 CST 2019","Thu Jul 18 16:55:17 CST 2019","57","","test_splitsentence","","test_splitsentence","test_splitsentence_title_is_null[\u5fae\u535a2]","test_splitsentence_title_is_null[\u5fae\u535a2]",""
"passed","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","5","","test_splitword","","test_splitword","test_splitword_multi_article_miss_some_field[datalist2]","test_splitword_multi_article_miss_some_field[datalist2]",""
"passed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","26","","test_valid_rule","","test_valid_rule","test_title_is_not_a_string[datalist2]","test_title_is_not_a_string[datalist2]",""
"failed","Thu Jul 18 16:55:14 CST 2019","Thu Jul 18 16:55:14 CST 2019","113","","test_mlableclassifier","","test_mlableclassifier","test_mlableclassifier_title_not_null[\u6301\u7eed\u5173\u6ce8\u6c5f\u897f\u707e\u60c5 \u4e2d\u56fd\u7ea2\u5341\u5b57\u4f1a\u5171\u5411\u707e\u533a\u8c03\u62e8\u8fd1190\u4e07\u5143\u6551\u707e\u7269\u8d44-\u516c\u76ca-\u516c\u76ca]","test_mlableclassifier_title_not_null[\u6301\u7eed\u5173\u6ce8\u6c5f\u897f\u707e\u60c5 \u4e2d\u56fd\u7ea2\u5341\u5b57\u4f1a\u5171\u5411\u707e\u533a\u8c03\u62e8\u8fd1190\u4e07\u5143\u6551\u707e\u7269\u8d44-\u516c\u76ca-\u516c\u76ca]",""
"passed","Thu Jul 18 16:55:14 CST 2019","Thu Jul 18 16:55:14 CST 2019","63","","test_mlableclassifier","","test_mlableclassifier","test_mlableclassifier_title_not_null[\u5b98\u65b9\u56de\u5e94\u4e92\u8054\u7f51\u201c\u5bd2\u51ac\u201d:\u7ecf\u6d4e\u589e\u957f1%\u62c9\u52a8200\u4e07\u4eba\u5c31\u4e1a-\u5c31\u4e1a-\u5c31\u4e1a]","test_mlableclassifier_title_not_null[\u5b98\u65b9\u56de\u5e94\u4e92\u8054\u7f51\u201c\u5bd2\u51ac\u201d:\u7ecf\u6d4e\u589e\u957f1%\u62c9\u52a8200\u4e07\u4eba\u5c31\u4e1a-\u5c31\u4e1a-\u5c31\u4e1a]",""
"passed","Thu Jul 18 16:55:14 CST 2019","Thu Jul 18 16:55:14 CST 2019","62","","test_mlableclassifier","","test_mlableclassifier","test_mlableclassifier_title_not_null[\u5b66\u4f4d\u8bc1\u7f16\u53f7\u51fa\u9519 \u6bd5\u4e1a\u751f\u79bb\u6821\u534a\u6708\u540e\u88ab\u77ed\u4fe1\u53ec\u56de-\u6559\u80b2-\u6559\u80b2]","test_mlableclassifier_title_not_null[\u5b66\u4f4d\u8bc1\u7f16\u53f7\u51fa\u9519 \u6bd5\u4e1a\u751f\u79bb\u6821\u534a\u6708\u540e\u88ab\u77ed\u4fe1\u53ec\u56de-\u6559\u80b2-\u6559\u80b2]",""
"passed","Thu Jul 18 16:55:16 CST 2019","Thu Jul 18 16:55:17 CST 2019","60","","test_splitsentence","","test_splitsentence","test_splitsentence_title_not_null[\u52a8\u771f\u683c\uff01\u5317\u4eac\u5c06\u8bd5\u70b9\u751f\u6d3b\u5783\u573e\u201c\u4e0d\u5206\u7c7b\u3001\u4e0d\u6536\u8fd0\u201d-test3.txt]","test_splitsentence_title_not_null[\u52a8\u771f\u683c\uff01\u5317\u4eac\u5c06\u8bd5\u70b9\u751f\u6d3b\u5783\u573e\u201c\u4e0d\u5206\u7c7b\u3001\u4e0d\u6536\u8fd0\u201d-test3.txt]",""
"passed","Thu Jul 18 16:55:14 CST 2019","Thu Jul 18 16:55:14 CST 2019","4","","test_mlableclassifier","","test_mlableclassifier","test_mlableclassifier_multi_article_miss_some_field[datalist2]","test_mlableclassifier_multi_article_miss_some_field[datalist2]",""
"passed","Thu Jul 18 16:55:17 CST 2019","Thu Jul 18 16:55:17 CST 2019","59","","test_splitsentence","","test_splitsentence","test_splitsentence_title_is_null[\u5fae\u535a4]","test_splitsentence_title_is_null[\u5fae\u535a4]",""
"passed","Thu Jul 18 16:55:16 CST 2019","Thu Jul 18 16:55:16 CST 2019","0","","test_sentiment","","test_sentiment","test_summary_multi_article_miss_some_field[datalist0]","test_summary_multi_article_miss_some_field[datalist0]",""
"passed","Thu Jul 18 16:55:16 CST 2019","Thu Jul 18 16:55:16 CST 2019","59","","test_sentiment","","test_sentiment","test_sentiment_domain_comment[\u5fae\u535a3]","test_sentiment_domain_comment[\u5fae\u535a3]",""
"passed","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","58","","test_summary","","test_summary","test_summary_charlimit__default","test_summary_charlimit__default",""
"passed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","25","","test_valid_rule","","test_valid_rule","test_content_is_not_a_string[datalist1]","test_content_is_not_a_string[datalist1]",""
"passed","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","5","","test_splitword","","test_splitword","test_splitword_multi_article_miss_some_field[datalist3]","test_splitword_multi_article_miss_some_field[datalist3]",""
"passed","Thu Jul 18 16:55:13 CST 2019","Thu Jul 18 16:55:14 CST 2019","64","","test_mlableclassifier","","test_mlableclassifier","test_mlableclassifier_title_not_null[\u5317\u4eac\u901a\u5dde\u53d1\u751f\u4e00\u8d77\u4ea4\u901a\u4e8b\u6545 4\u6b7b1\u4f24 \u4e24\u8f66\u635f\u574f-\u4e8b\u6545-\u4e8b\u6545]","test_mlableclassifier_title_not_null[\u5317\u4eac\u901a\u5dde\u53d1\u751f\u4e00\u8d77\u4ea4\u901a\u4e8b\u6545 4\u6b7b1\u4f24 \u4e24\u8f66\u635f\u574f-\u4e8b\u6545-\u4e8b\u6545]",""
"passed","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","60","","test_summary","","test_summary","test_summary_percentage_valid[0]","test_summary_percentage_valid[0]",""
"passed","Thu Jul 18 16:55:16 CST 2019","Thu Jul 18 16:55:16 CST 2019","61","","test_sentiment","","test_sentiment","test_sentiment_domain_content","test_sentiment_domain_content",""
"passed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","4","","test_valid_rule","","test_valid_rule","test_custom_missionList_must_be_a_list","test_custom_missionList_must_be_a_list",""
"passed","Thu Jul 18 16:55:19 CST 2019","Thu Jul 18 16:55:19 CST 2019","27","","test_valid_rule","","test_valid_rule","test_title_is_not_a_string[datalist1]","test_title_is_not_a_string[datalist1]",""
"passed","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:19 CST 2019","26","","test_valid_rule","","test_valid_rule","test_article_is_not_a_dict","test_article_is_not_a_dict",""
"passed","Thu Jul 18 16:55:14 CST 2019","Thu Jul 18 16:55:14 CST 2019","63","","test_mlableclassifier","","test_mlableclassifier","test_mlableclassifier_title_not_null[\u590f\u5b63\u5e38\u5403\u516d\u79cd\u8c46 \u5e73\u5b89\u8fc7\u201c\u82e6\u590f\u201d-\u751f\u6d3b-\u751f\u6d3b]","test_mlableclassifier_title_not_null[\u590f\u5b63\u5e38\u5403\u516d\u79cd\u8c46 \u5e73\u5b89\u8fc7\u201c\u82e6\u590f\u201d-\u751f\u6d3b-\u751f\u6d3b]",""
"passed","Thu Jul 18 16:55:13 CST 2019","Thu Jul 18 16:55:13 CST 2019","57","","test_keyword","","test_keyword","test_keyword_multi_short_content[\u5fae\u535a4]","test_keyword_multi_short_content[\u5fae\u535a4]",""
"passed","Thu Jul 18 16:55:16 CST 2019","Thu Jul 18 16:55:16 CST 2019","7","","test_sentiment","","test_sentiment","test_summary_multi_article_miss_some_field[datalist3]","test_summary_multi_article_miss_some_field[datalist3]",""
"skipped","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","0","","test_summary","","test_summary","test_summary_percentage_not_valid[1.1]","test_summary_percentage_not_valid[1.1]",""
"passed","Thu Jul 18 16:55:12 CST 2019","Thu Jul 18 16:55:12 CST 2019","59","","test_keyword","","test_keyword","test_keyword_title_not_null[\u65af\u91cc\u5170\u5361\u653f\u6cbb\u5371\u673a\u518d\u5ea6\u5347\u7ea7 \u603b\u7edf\u5ba3\u5e03\u89e3\u6563\u8bae\u4f1a-\u52b3\u52a8\u6cd5]","test_keyword_title_not_null[\u65af\u91cc\u5170\u5361\u653f\u6cbb\u5371\u673a\u518d\u5ea6\u5347\u7ea7 \u603b\u7edf\u5ba3\u5e03\u89e3\u6563\u8bae\u4f1a-\u52b3\u52a8\u6cd5]",""
"passed","Thu Jul 18 16:55:14 CST 2019","Thu Jul 18 16:55:14 CST 2019","63","","test_mlableclassifier","","test_mlableclassifier","test_mlableclassifier_title_not_null[\u738b\u660c\u8363\u5728\u5168\u7701\u52a0\u5f3a\u8bc9\u6e90\u6cbb\u7406\u5de5\u4f5c\u90e8\u7f72\u4f1a\u4e0a\u5f3a\u8c03:\u6df1\u5165\u63a8\u8fdb\u8bc9\u6e90\u6cbb\u7406 \u6e90\u5934\u51cf\u5c11\u8bc9\u8bbc\u589e\u91cf \u6301\u7eed\u589e\u5f3a\u7fa4\u4f17\u83b7\u5f97\u611f\u5e78\u798f\u611f\u5b89\u5168\u611f-\u6cd5\u5236-\u6cd5\u5236]","test_mlableclassifier_title_not_null[\u738b\u660c\u8363\u5728\u5168\u7701\u52a0\u5f3a\u8bc9\u6e90\u6cbb\u7406\u5de5\u4f5c\u90e8\u7f72\u4f1a\u4e0a\u5f3a\u8c03:\u6df1\u5165\u63a8\u8fdb\u8bc9\u6e90\u6cbb\u7406 \u6e90\u5934\u51cf\u5c11\u8bc9\u8bbc\u589e\u91cf \u6301\u7eed\u589e\u5f3a\u7fa4\u4f17\u83b7\u5f97\u611f\u5e78\u798f\u611f\u5b89\u5168\u611f-\u6cd5\u5236-\u6cd5\u5236]",""
"passed","Thu Jul 18 16:55:18 CST 2019","Thu Jul 18 16:55:18 CST 2019","32","","test_valid_rule","","test_valid_rule","test_no_article_in_data","test_no_article_in_data",""
